Volta,Tempo_Volta,RPM,Acelerador,Freio
2,7.711,8343,74,0
2,7.728,4577,0,98
2,7.744,9371,53,0
2,7.759,11957,69,0
2,7.776,8557,97,0
2,7.792,12966,82,0
2,7.807,10912,85,0
2,7.824,6369,0,76
2,7.84,10675,94,0
2,7.855,9250,93,0
2,7.871,11818,76,0
2,7.888,9289,70,0
2,7.904,9011,100,0
2,7.92,12541,65,0
2,7.935,12108,94,0
2,7.952,8233,76,0
2,7.967,10314,99,0
2,7.984,11787,63,0
2,8.0,11323,92,0
2,8.015,8709,87,0
2,8.032,10814,60,0
2,8.048,11413,93,0
2,8.063,10446,93,0
2,8.08,8474,84,0
2,8.096,11551,72,0
2,8.111,10586,80,0
2,8.128,4974,0,76
2,8.144,11557,55,0
2,8.159,9452,67,0
2,8.175,12175,50,0
2,8.192,10534,79,0
2,8.208,9045,64,0
2,8.224,6207,0,65
2,8.24,8019,57,0
2,8.255,10140,63,0
2,8.271,9505,82,0
2,8.287,8240,91,0
2,8.303,11616,79,0
2,8.32,5218,0,64
2,8.336,5735,0,65
2,8.353,9108,67,0
2,8.368,9466,74,0
2,8.384,12194,77,0
2,8.399,9561,68,0
2,8.416,8368,100,0
2,8.432,9123,76,0
2,8.447,12554,62,0
2,8.464,10885,54,0
2,8.479,11930,89,0
2,8.496,9032,70,0
2,8.511,9252,91,0
2,8.529,12770,81,0
2,8.556,11147,56,0
2,8.571,12897,59,0
2,8.583,9821,66,0
2,8.595,8980,93,0
2,8.608,12642,75,0
2,8.623,9071,55,0
2,8.641,8328,53,0
2,8.655,8223,51,0
2,8.672,10646,64,0
2,8.688,12448,62,0
2,8.704,10716,88,0
2,8.721,11998,81,0
2,8.736,9148,79,0
2,8.753,11098,64,0
2,8.768,11567,53,0
2,8.783,8460,64,0
2,8.8,9025,54,0
2,8.815,10168,58,0
2,8.831,10000,60,0
2,8.848,10495,81,0
2,8.863,9946,75,0
2,8.879,9154,69,0
2,8.896,10705,51,0
2,8.911,11419,66,0
2,8.927,12897,59,0
2,8.943,10051,80,0
2,8.96,12438,58,0
2,8.976,9488,98,0
2,8.991,12699,89,0
2,9.007,12549,50,0
2,9.024,12196,89,0
2,9.041,11101,91,0
2,9.056,9204,83,0
2,9.072,11976,80,0
2,9.088,8415,99,0
2,9.104,10734,66,0
2,9.121,8190,100,0
2,9.135,9195,61,0
2,9.151,10270,61,0
2,9.167,12474,99,0
2,9.183,10097,90,0
2,9.202,6273,0,88
2,9.218,12049,100,0
2,9.232,8386,68,0
2,9.247,11275,82,0
2,9.263,10480,82,0
2,9.279,12412,52,0
2,9.295,8854,94,0
2,9.311,10384,69,0
2,9.328,11055,91,0
2,9.344,11283,51,0
2,9.36,8903,62,0
2,9.376,11445,61,0
2,9.392,8444,64,0
2,9.407,12239,98,0
2,9.424,6768,0,81
2,9.441,8391,99,0
2,9.456,10614,89,0
2,9.472,8065,94,0
2,9.487,11983,53,0
2,9.504,12935,85,0
2,9.52,9404,69,0
2,9.536,9026,100,0
2,9.553,8587,72,0
2,9.568,9325,76,0
2,9.583,8732,82,0
2,9.6,11116,61,0
2,9.615,5839,0,60
2,9.631,12341,52,0
2,9.647,12950,58,0
2,9.663,11650,58,0
2,9.679,9454,98,0
2,9.695,12181,50,0
2,9.712,10517,79,0
2,9.727,8592,68,0
2,9.744,9117,61,0
2,9.76,9163,55,0
2,9.776,9053,95,0
2,9.792,9391,74,0
2,9.808,12248,97,0
2,9.824,8814,60,0
2,9.839,10549,86,0
2,9.855,8317,98,0
2,9.872,10568,80,0
2,9.887,10357,82,0
2,9.904,10736,51,0
2,9.919,8758,99,0
2,9.935,11828,56,0
2,9.951,12282,65,0
2,9.968,12096,56,0
2,9.983,11814,78,0
2,10.0,9120,59,0
2,10.015,9370,97,0
3,0.016,12045,71,0
3,0.032,8911,76,0
3,0.049,8977,90,0
3,0.064,10970,63,0
3,0.08,4126,0,82
3,0.097,10273,96,0
3,0.112,12563,78,0
3,0.128,5434,0,84
3,0.144,10816,86,0
3,0.16,9720,87,0
3,0.176,9375,62,0
3,0.192,11902,94,0
3,0.208,9738,74,0
3,0.225,11705,79,0
3,0.24,10918,63,0
3,0.256,8356,98,0
3,0.272,10010,89,0
3,0.289,12136,95,0
3,0.305,9618,53,0
3,0.32,11916,65,0
3,0.337,8379,99,0
3,0.353,12448,82,0
3,0.369,12698,80,0
3,0.384,12857,74,0
3,0.4,12348,51,0
3,0.416,8220,75,0
3,0.432,12811,85,0
3,0.449,11207,67,0
3,0.465,10693,57,0
3,0.48,12905,80,0
3,0.496,8554,77,0
3,0.512,12302,67,0
3,0.529,9894,64,0
3,0.544,8248,93,0
3,0.56,12626,74,0
3,0.576,8520,87,0
3,0.592,8084,75,0
3,0.608,8408,52,0
3,0.625,9100,55,0
3,0.64,12334,54,0
3,0.656,12123,51,0
3,0.672,9284,85,0
3,0.688,10282,86,0
3,0.706,11069,59,0
3,0.721,11418,64,0
3,0.736,11474,65,0
3,0.752,12123,56,0
3,0.768,12554,94,0
3,0.785,10914,70,0
3,0.8,11571,98,0
3,0.816,10584,95,0
3,0.832,9275,64,0
3,0.848,12347,53,0
3,0.864,8927,93,0
3,0.881,6579,0,89
3,0.897,9351,80,0
3,0.912,11010,68,0
3,0.929,12581,67,0
3,0.944,11499,76,0
3,0.961,6799,0,82
3,0.977,12714,70,0
3,0.992,12875,61,0
3,1.009,11401,89,0
3,1.024,11888,78,0
3,1.041,9963,89,0
3,1.057,12008,78,0
3,1.072,8718,57,0
3,1.089,10769,95,0
3,1.105,11307,69,0
3,1.12,9908,91,0
3,1.137,8947,62,0
3,1.152,12120,69,0
3,1.169,11567,83,0
3,1.185,9771,91,0
3,1.201,12602,72,0
3,1.216,8356,99,0
3,1.232,8506,90,0
3,1.248,12607,53,0
3,1.264,6817,0,92
3,1.28,8220,100,0
3,1.297,11234,75,0
3,1.313,11964,72,0
3,1.328,11816,62,0
3,1.344,11944,76,0
3,1.361,9802,78,0
3,1.38,11010,52,0
3,1.4,8654,99,0
3,1.413,9980,79,0
3,1.424,11264,58,0
3,1.441,6194,0,79
3,1.457,9834,90,0
3,1.473,11233,51,0
3,1.489,11521,74,0
3,1.505,12275,51,0
3,1.521,11645,88,0
3,1.537,11762,52,0
3,1.552,9785,87,0
3,1.568,12263,61,0
3,1.584,11923,77,0
3,1.601,11254,85,0
3,1.616,10340,75,0
3,1.633,12821,65,0
3,1.648,11641,83,0
3,1.664,9094,54,0
3,1.681,8081,82,0
3,1.696,4229,0,89
3,1.713,11057,77,0
3,1.729,10858,90,0
3,1.744,10734,50,0
3,1.761,12768,59,0
3,1.777,9488,92,0
3,1.793,12787,50,0
3,1.809,12210,53,0
3,1.824,12415,69,0
3,1.84,9120,86,0
3,1.856,12929,99,0
3,1.872,11122,94,0
3,1.889,10398,97,0
3,1.905,10879,95,0
3,1.92,10675,91,0
3,1.936,10375,58,0
3,1.952,9542,71,0
3,1.968,10997,59,0
3,1.984,6642,0,76
3,2.001,10304,73,0
3,2.016,8810,61,0
3,2.032,11274,79,0
3,2.048,8382,67,0
3,2.065,12502,84,0
3,2.081,8616,59,0
3,2.096,9049,62,0
3,2.112,12493,98,0
3,2.128,6231,0,99
3,2.145,9711,53,0
3,2.16,11516,57,0
3,2.177,12686,67,0
3,2.193,5652,0,93
3,2.208,10885,68,0
3,2.225,10510,94,0
3,2.24,12288,73,0
3,2.257,12035,75,0
3,2.272,8207,85,0
3,2.289,9810,81,0
3,2.305,11057,52,0
3,2.321,10801,80,0
3,2.336,11438,65,0
3,2.352,8908,91,0
3,2.368,12937,84,0
3,2.384,8042,95,0
3,2.401,5255,0,68
3,2.416,8476,62,0
3,2.432,9396,67,0
3,2.448,11106,58,0
3,2.464,12570,100,0
3,2.481,9042,61,0
3,2.496,8565,50,0
3,2.513,12505,56,0
3,2.529,12088,71,0
3,2.544,10250,52,0
3,2.56,12435,83,0
3,2.577,8263,87,0
3,2.592,11504,65,0
3,2.608,10420,84,0
3,2.624,12329,87,0
3,2.641,12981,75,0
3,2.657,9098,98,0
3,2.672,8499,97,0
3,2.688,8876,83,0
3,2.705,10265,85,0
3,2.72,12301,62,0
3,2.736,9681,60,0
3,2.752,8258,90,0
3,2.768,12494,82,0
3,2.785,11233,66,0
3,2.8,11132,56,0
3,2.817,10744,59,0
3,2.832,10455,88,0
3,2.848,10289,78,0
3,2.864,11661,97,0
3,2.88,11628,71,0
3,2.896,10269,92,0
3,2.912,8336,73,0
3,2.928,4887,0,70
3,2.945,10640,59,0
3,2.96,8979,53,0
3,2.976,9541,82,0
3,2.992,8607,57,0
3,3.009,11093,72,0
3,3.024,12232,75,0
3,3.041,8867,58,0
3,3.057,8337,75,0
3,3.073,8789,92,0
3,3.089,10897,79,0
3,3.105,11859,93,0
3,3.12,12488,82,0
3,3.136,9731,79,0
3,3.152,5331,0,98
3,3.168,12183,57,0
3,3.185,9128,95,0
3,3.2,11012,52,0
3,3.216,12146,92,0
3,3.233,9332,79,0
3,3.248,12179,53,0
3,3.264,11146,94,0
3,3.28,11225,59,0
3,3.296,9408,71,0
3,3.313,11413,95,0
3,3.329,9368,81,0
3,3.344,9023,58,0
3,3.36,10279,62,0
3,3.377,8866,59,0
3,3.392,10114,97,0
3,3.409,8010,63,0
3,3.426,8743,69,0
3,3.44,10653,72,0
3,3.456,8371,89,0
3,3.472,10569,99,0
3,3.489,8375,90,0
3,3.505,12558,53,0
3,3.521,5066,0,87
3,3.538,8761,54,0
3,3.552,8143,50,0
3,3.569,8606,80,0
3,3.584,10917,87,0
3,3.6,9751,63,0
3,3.616,12611,99,0
3,3.632,4141,0,61
3,3.649,10564,70,0
3,3.664,10715,71,0
3,3.68,12974,78,0
3,3.696,10823,92,0
3,3.713,10621,79,0
3,3.728,10139,79,0
3,3.745,11888,63,0
3,3.761,9810,66,0
3,3.776,10889,84,0
3,3.792,11136,69,0
3,3.808,11163,81,0
3,3.825,9956,54,0
3,3.84,8360,80,0
3,3.857,11820,74,0
3,3.872,12933,79,0
3,3.889,12905,100,0
3,3.906,11692,70,0
3,3.921,8898,59,0
3,3.938,9936,84,0
3,3.952,9241,68,0
3,3.969,11615,60,0
3,3.985,10576,77,0
3,4.0,11739,79,0
3,4.016,12291,67,0
3,4.032,12604,99,0
3,4.048,9357,84,0
3,4.065,11832,98,0
3,4.081,9632,79,0
3,4.096,9914,80,0
3,4.113,12635,93,0
3,4.128,8580,90,0
3,4.145,4676,0,92
3,4.161,12835,80,0
3,4.177,11664,75,0
3,4.192,12335,62,0
3,4.208,12037,95,0
3,4.226,11131,74,0
3,4.24,12927,86,0
3,4.257,12807,60,0
3,4.272,12340,60,0
3,4.289,9662,63,0
3,4.306,9311,59,0
3,4.32,8957,73,0
3,4.336,8981,94,0
3,4.352,6652,0,63
3,4.368,6550,0,72
3,4.387,8051,80,0
3,4.411,12977,51,0
3,4.425,12759,82,0
3,4.439,9401,89,0
3,4.45,8780,85,0
3,4.464,10789,57,0
3,4.48,11127,57,0
3,4.497,9175,58,0
3,4.512,8953,91,0
3,4.528,8478,100,0
3,4.545,11109,87,0
3,4.56,8012,87,0
3,4.576,8405,50,0
3,4.592,8244,73,0
3,4.609,11598,74,0
3,4.625,11482,75,0
3,4.64,5026,0,95
3,4.657,9773,82,0
3,4.673,8627,72,0
3,4.689,8077,61,0
3,4.705,9746,84,0
3,4.72,8769,71,0
3,4.736,10950,94,0
3,4.752,11328,52,0
3,4.769,12569,90,0
3,4.784,10233,66,0
3,4.801,10133,70,0
3,4.816,9079,100,0
3,4.833,11370,98,0
3,4.849,5855,0,99
3,4.864,10688,94,0
3,4.88,12646,74,0
3,4.897,10420,60,0
3,4.912,9960,87,0
3,4.928,10385,65,0
3,4.945,9763,77,0
3,4.96,8988,80,0
3,4.976,8907,77,0
3,4.992,10242,71,0
3,5.009,9162,99,0
3,5.025,9484,84,0
3,5.041,8300,97,0
3,5.057,9157,58,0
3,5.072,12801,57,0
3,5.089,11391,52,0
3,5.104,11925,99,0
3,5.12,9605,83,0
3,5.136,10634,90,0
3,5.152,12284,87,0
3,5.169,11111,86,0
3,5.185,12553,90,0
3,5.2,8287,79,0
3,5.217,8728,83,0
3,5.232,11559,67,0
3,5.248,9210,56,0
3,5.265,11929,70,0
3,5.28,11049,68,0
3,5.297,12580,76,0
3,5.318,8827,86,0
3,5.33,9819,50,0
3,5.345,12268,68,0
3,5.36,8951,92,0
3,5.377,11940,75,0
3,5.392,12347,92,0
3,5.409,9893,87,0
3,5.424,9052,100,0
3,5.44,11711,55,0
3,5.457,6272,0,69
3,5.473,12835,96,0
3,5.489,10243,85,0
3,5.505,12507,52,0
3,5.521,11800,98,0
3,5.536,8267,85,0
3,5.552,10289,70,0
3,5.569,8839,74,0
3,5.583,12878,74,0
3,5.601,4787,0,100
3,5.616,11014,63,0
3,5.632,11433,79,0
3,5.648,8305,95,0
3,5.664,11973,71,0
3,5.68,10640,52,0
3,5.696,11998,83,0
3,5.712,9911,86,0
3,5.728,12263,73,0
3,5.745,11365,67,0
3,5.76,10494,80,0
3,5.776,9713,66,0
3,5.792,12980,66,0
3,5.808,12717,56,0
3,5.825,9635,56,0
3,5.841,12343,79,0
3,5.857,10527,88,0
3,5.873,9529,50,0
3,5.889,10684,80,0
3,5.906,9405,60,0
3,5.921,8973,65,0
3,5.936,12474,78,0
3,5.952,11730,100,0
3,5.969,12516,73,0
3,5.984,10020,85,0
3,6.0,11677,62,0
3,6.017,9759,53,0
3,6.032,10755,96,0
3,6.049,10427,67,0
3,6.064,11501,59,0
3,6.08,8082,75,0
3,6.097,12073,86,0
3,6.113,12495,75,0
3,6.129,8341,89,0
3,6.144,9955,85,0
3,6.161,12393,77,0
3,6.177,8076,81,0
3,6.192,9775,95,0
3,6.209,12110,98,0
3,6.224,10761,80,0
3,6.24,10707,82,0
3,6.257,10894,67,0
3,6.272,10503,63,0
3,6.289,8808,83,0
3,6.304,9104,84,0
3,6.321,11026,57,0
3,6.336,12838,50,0
3,6.352,12943,69,0
3,6.368,10471,74,0
3,6.384,8795,82,0
3,6.4,12733,59,0
3,6.416,10800,81,0
3,6.432,11635,80,0
3,6.448,11315,83,0
3,6.464,9597,74,0
3,6.48,9171,55,0
3,6.496,11524,68,0
3,6.512,10766,76,0
3,6.529,8086,89,0
3,6.561,9696,89,0
3,6.591,11984,59,0
3,6.621,11736,97,0
3,6.644,12371,85,0
3,6.665,11309,86,0
3,6.706,10013,67,0
3,6.73,10932,50,0
3,6.758,12840,76,0
3,6.778,10536,73,0
3,6.797,10770,71,0
3,6.814,9266,62,0
3,6.84,9488,76,0
3,6.856,5198,0,66
3,6.879,8197,55,0
3,6.896,8552,71,0
3,6.911,4409,0,75
3,6.941,9914,82,0
3,6.956,10380,63,0
3,6.976,11693,97,0
3,7.002,9836,88,0
3,7.021,11159,75,0
3,7.037,12810,100,0
3,7.053,12844,93,0
3,7.069,8898,77,0
3,7.085,10616,77,0
3,7.1,11581,96,0
3,7.116,10510,63,0
3,7.132,10084,68,0
3,7.149,11376,78,0
3,7.181,9836,93,0
3,7.198,12040,71,0
3,7.214,9406,90,0
3,7.23,12840,88,0
3,7.245,10486,72,0
3,7.263,11141,50,0
3,7.3,11359,96,0
3,7.337,9710,82,0
3,7.373,12747,50,0
3,7.405,12940,88,0
3,7.422,12413,53,0
3,7.438,10266,91,0
3,7.454,9093,95,0
3,7.469,9841,68,0
3,7.485,12511,62,0
3,7.502,10258,88,0
3,7.518,12018,86,0
3,7.534,9224,79,0
3,7.549,11312,94,0
3,7.565,9942,76,0
3,7.581,12045,53,0
3,7.597,10089,51,0
3,7.613,12318,64,0
3,7.63,8451,53,0
3,7.645,11866,60,0
3,7.662,10431,70,0
3,7.678,12752,91,0
3,7.694,10908,67,0
3,7.709,11574,50,0
3,7.726,6231,0,66
3,7.742,8511,95,0
3,7.758,10970,56,0
3,7.773,8079,55,0
3,7.79,11636,67,0
3,7.806,12444,59,0
3,7.821,11770,54,0
3,7.839,8064,99,0
3,7.853,10313,62,0
3,7.869,9143,74,0
3,7.885,10737,69,0
3,7.9,9367,69,0
3,7.917,12462,98,0
3,7.933,12344,53,0
3,7.95,9429,92,0
3,7.965,10064,65,0
3,7.981,12228,82,0
3,7.997,12702,75,0
3,8.013,12443,75,0
3,8.029,10892,87,0
3,8.045,9345,70,0
3,8.061,9314,100,0
3,8.077,12132,74,0
3,8.093,11505,82,0
3,8.108,9139,82,0
3,8.126,12053,54,0
3,8.142,11057,72,0
3,8.157,12214,78,0
3,8.173,11004,59,0
3,8.19,9411,70,0
3,8.206,11983,97,0
3,8.221,8390,74,0
3,8.237,10791,84,0
3,8.253,12200,79,0
3,8.269,9195,93,0
3,8.285,12859,88,0
3,8.301,12336,85,0
3,8.317,11856,86,0
3,8.333,12486,68,0
3,8.349,12070,99,0
3,8.366,5891,0,95
3,8.382,9278,57,0
3,8.397,11897,60,0
3,8.413,10641,58,0
3,8.429,11661,94,0
3,8.445,9709,85,0
3,8.461,9194,50,0
3,8.477,12874,70,0
3,8.493,10701,93,0
3,8.509,10367,58,0
3,8.526,8807,50,0
3,8.541,6354,0,100
3,8.558,8462,79,0
3,8.573,9259,80,0
3,8.589,8214,91,0
3,8.606,11932,81,0
3,8.621,12320,96,0
3,8.639,10202,62,0
3,8.653,12802,75,0
3,8.669,9830,68,0
3,8.686,9875,59,0
3,8.701,12874,75,0
3,8.717,11768,100,0
3,8.734,8719,54,0
3,8.749,10880,53,0
3,8.765,12675,53,0
3,8.781,11349,98,0
3,8.797,11448,57,0
3,8.813,10146,95,0
3,8.829,10314,100,0
3,8.845,11208,65,0
3,8.861,12339,75,0
3,8.878,9597,53,0
3,8.893,10812,64,0
3,8.909,9506,72,0
3,8.926,10866,80,0
3,8.941,10397,62,0
3,8.958,12879,84,0
3,8.974,9594,61,0
3,8.99,10746,85,0
3,9.007,11244,89,0
3,9.021,8881,68,0
3,9.037,9807,98,0
3,9.053,12247,65,0
3,9.07,9869,89,0
3,9.085,12497,62,0
3,9.101,8001,85,0
3,9.118,6513,0,78
3,9.133,8140,76,0
3,9.149,9722,58,0
3,9.165,8086,65,0
3,9.181,9961,71,0
3,9.197,4520,0,89
3,9.213,10848,99,0
3,9.229,10950,98,0
3,9.245,10249,93,0
3,9.261,12023,60,0
3,9.277,12212,59,0
3,9.293,10035,63,0
3,9.31,12328,57,0
3,9.326,10886,71,0
3,9.341,9250,60,0
3,9.357,11452,69,0
3,9.374,10715,96,0
3,9.389,9944,97,0
3,9.406,11572,69,0
3,9.421,12346,52,0
3,9.437,10349,71,0
3,9.453,4130,0,80
3,9.47,8659,62,0
3,9.485,6127,0,80
3,9.501,10436,60,0
3,9.516,12968,60,0
3,9.533,5509,0,99
3,9.55,10896,58,0
3,9.565,11428,70,0
3,9.581,10571,88,0
3,9.597,8044,93,0
3,9.614,10843,51,0
3,9.63,11221,77,0
3,9.646,8712,67,0
3,9.662,9804,74,0
3,9.677,10447,60,0
3,9.693,9395,81,0
3,9.709,11888,79,0
3,9.726,10221,73,0
3,9.741,12242,81,0
3,9.757,10783,83,0
3,9.774,8820,76,0
3,9.789,10760,63,0
3,9.806,12518,89,0
3,9.821,8388,90,0
3,9.838,9993,60,0
3,9.853,4555,0,94
3,9.87,11500,69,0
3,9.886,10316,57,0
3,9.902,5205,0,61
3,9.917,8042,52,0
3,9.933,10702,58,0
3,9.95,10420,73,0
3,9.965,12042,53,0
3,9.981,11139,75,0
3,9.997,12866,55,0
3,10.013,9266,64,0
4,0.015,11141,57,0
4,0.032,11020,65,0
4,0.048,8311,55,0
4,0.064,10166,84,0
4,0.079,9477,71,0
4,0.095,11372,55,0
4,0.112,9699,92,0
4,0.128,9826,97,0
4,0.144,9284,74,0
4,0.16,12600,81,0
4,0.176,10334,89,0
4,0.193,8242,52,0
4,0.207,10583,50,0
4,0.224,11917,67,0
4,0.239,8392,60,0
4,0.255,8035,64,0
4,0.271,5653,0,97
4,0.287,11341,61,0
4,0.303,11309,84,0
4,0.32,10535,91,0
4,0.335,12369,78,0
4,0.351,9686,64,0
4,0.367,11803,61,0
4,0.384,11595,59,0
4,0.4,12626,63,0
4,0.415,12190,80,0
4,0.432,11076,57,0
4,0.448,8706,68,0
4,0.463,11701,81,0
4,0.479,10636,79,0
4,0.496,9103,50,0
4,0.512,9752,83,0
4,0.527,8271,76,0
4,0.544,10232,56,0
4,0.56,6845,0,68
4,0.576,9388,79,0
4,0.592,10581,88,0
4,0.608,9229,88,0
4,0.623,10470,65,0
4,0.64,12398,78,0
4,0.656,9874,68,0
4,0.671,9873,72,0
4,0.688,9002,97,0
4,0.703,11607,58,0
4,0.719,9221,58,0
4,0.735,12042,91,0
4,0.751,11849,92,0
4,0.767,10307,55,0
4,0.784,10506,70,0
4,0.799,10363,86,0
4,0.816,12266,68,0
4,0.832,10260,53,0
4,0.848,11131,56,0
4,0.863,11319,96,0
4,0.88,9845,100,0
4,0.896,9139,59,0
4,0.912,12795,69,0
4,0.927,12650,54,0
4,0.944,11395,91,0
4,0.96,11181,73,0
4,0.976,8460,62,0
4,0.992,9807,68,0
4,1.008,9048,79,0
4,1.024,10540,64,0
4,1.039,8084,62,0
4,1.055,12563,57,0
4,1.071,10243,69,0
4,1.087,9923,89,0
4,1.103,9083,91,0
4,1.12,8626,93,0
4,1.135,8580,63,0
4,1.151,12993,94,0
4,1.168,12657,77,0
4,1.184,8025,97,0
4,1.2,11940,82,0
4,1.215,12313,99,0
4,1.233,8655,86,0
4,1.248,10817,50,0
4,1.264,10830,76,0
4,1.279,10694,95,0
4,1.296,9706,77,0
4,1.312,8612,59,0
4,1.327,11259,84,0
4,1.344,8186,85,0
4,1.36,10610,97,0
4,1.376,11506,64,0
4,1.393,9555,59,0
4,1.408,8277,79,0
4,1.424,11255,61,0
4,1.44,11790,71,0
4,1.455,8553,83,0
4,1.476,11022,66,0
4,1.487,11265,76,0
4,1.503,11412,74,0
