Volta,Tempo_Volta,RPM,Acelerador,Freio
2,7.945,8537,58,0
2,7.962,12707,79,0
2,7.977,9414,94,0
2,7.993,11920,52,0
2,8.01,8143,92,0
2,8.026,10329,81,0
2,8.042,11707,62,0
2,8.058,10851,74,0
2,8.074,12376,76,0
2,8.089,10178,50,0
2,8.106,11351,93,0
2,8.122,10329,77,0
2,8.138,11747,74,0
2,8.154,8455,94,0
2,8.17,11337,90,0
2,8.185,10534,52,0
2,8.201,12043,73,0
2,8.218,9829,76,0
2,8.233,11395,55,0
2,8.25,10322,65,0
2,8.265,6833,0,85
2,8.282,12271,74,0
2,8.297,12901,74,0
2,8.313,10292,79,0
2,8.329,10308,69,0
2,8.345,11963,70,0
2,8.362,5432,0,66
2,8.377,11143,64,0
2,8.393,11602,81,0
2,8.409,9911,74,0
2,8.425,8297,58,0
2,8.442,9471,82,0
2,8.457,12134,68,0
2,8.473,10091,81,0
2,8.491,10869,91,0
2,8.505,11918,93,0
2,8.521,10424,77,0
2,8.537,9733,90,0
2,8.554,12569,76,0
2,8.569,11109,88,0
2,8.585,9350,100,0
2,8.601,12563,96,0
2,8.617,12826,72,0
2,8.633,10358,60,0
2,8.649,8000,99,0
2,8.666,12099,51,0
2,8.682,8691,97,0
2,8.697,9827,85,0
2,8.713,12382,81,0
2,8.729,8619,94,0
2,8.746,11060,73,0
2,8.762,9881,84,0
2,8.777,11785,84,0
2,8.793,8291,88,0
2,8.809,8786,71,0
2,8.825,9694,97,0
2,8.842,8410,72,0
2,8.858,9002,91,0
2,8.873,8632,98,0
2,8.889,10843,82,0
2,8.906,11711,64,0
2,8.922,12447,57,0
2,8.938,8691,87,0
2,8.954,10873,90,0
2,8.97,11388,70,0
2,8.985,9487,66,0
2,9.001,8968,57,0
2,9.017,12886,82,0
2,9.033,8253,93,0
2,9.049,10977,61,0
2,9.065,12444,61,0
2,9.082,10986,74,0
2,9.097,9431,83,0
2,9.114,12431,67,0
2,9.131,6073,0,86
2,9.145,10589,81,0
2,9.161,8976,64,0
2,9.178,8777,72,0
2,9.193,10234,68,0
2,9.209,8539,53,0
2,9.226,8260,99,0
2,9.242,8758,88,0
2,9.258,8819,74,0
2,9.273,11020,98,0
2,9.289,10170,83,0
2,9.305,8647,69,0
2,9.321,8054,89,0
2,9.338,9407,90,0
2,9.353,8063,77,0
2,9.369,12668,85,0
2,9.386,11208,69,0
2,9.401,12327,74,0
2,9.418,11283,60,0
2,9.434,8507,84,0
2,9.451,9508,68,0
2,9.471,9779,76,0
2,9.484,11616,70,0
2,9.5,10576,53,0
2,9.517,11406,92,0
2,9.535,8055,67,0
2,9.552,9893,83,0
2,9.567,9025,75,0
2,9.579,8357,51,0
2,9.597,11358,54,0
2,9.613,8483,76,0
2,9.627,11191,71,0
2,9.641,10620,72,0
2,9.658,11256,57,0
2,9.674,9221,55,0
2,9.69,8995,83,0
2,9.705,11493,80,0
2,9.721,9987,71,0
2,9.738,11381,52,0
2,9.753,8268,74,0
2,9.769,11957,52,0
2,9.785,9713,87,0
2,9.801,9432,51,0
2,9.817,8294,64,0
2,9.833,12978,53,0
2,9.849,10283,61,0
2,9.866,12700,62,0
2,9.882,11299,55,0
2,9.897,10109,83,0
2,9.913,8542,63,0
2,9.93,11249,81,0
2,9.945,9221,61,0
2,9.962,11261,74,0
2,9.977,11714,61,0
2,9.993,11458,81,0
2,10.009,9007,79,0
3,0.016,9818,78,0
3,0.033,9755,85,0
3,0.048,9690,76,0
3,0.064,11176,60,0
3,0.081,11555,80,0
3,0.102,5491,0,86
3,0.119,9938,83,0
3,0.135,11583,78,0
3,0.154,10178,73,0
3,0.166,9191,94,0
3,0.176,9272,77,0
3,0.193,10897,60,0
3,0.208,11758,89,0
3,0.224,9543,72,0
3,0.24,8684,89,0
3,0.257,9228,90,0
3,0.273,8987,100,0
3,0.288,10629,99,0
3,0.304,9964,69,0
3,0.321,8312,60,0
3,0.336,6032,0,86
3,0.353,11633,72,0
3,0.368,11927,82,0
3,0.384,12576,93,0
3,0.4,9797,95,0
3,0.417,9210,80,0
3,0.433,8546,98,0
3,0.448,11927,52,0
3,0.465,11660,90,0
3,0.48,12758,73,0
3,0.496,11501,54,0
3,0.512,8486,85,0
3,0.528,9155,80,0
3,0.544,12051,71,0
3,0.561,8733,67,0
3,0.576,12457,85,0
3,0.592,12230,87,0
3,0.609,12989,81,0
3,0.624,10784,66,0
3,0.64,11957,68,0
3,0.656,10497,81,0
3,0.673,8893,67,0
3,0.688,8811,71,0
3,0.704,8403,61,0
3,0.72,11431,55,0
3,0.736,10668,85,0
3,0.753,12637,97,0
3,0.768,12541,95,0
3,0.784,8350,91,0
3,0.801,9099,58,0
3,0.816,11128,52,0
3,0.833,12792,99,0
3,0.849,12993,78,0
3,0.864,11431,56,0
3,0.88,9478,73,0
3,0.896,10255,98,0
3,0.913,8167,87,0
3,0.928,10117,72,0
3,0.944,10184,54,0
3,0.96,8566,94,0
3,0.976,12076,94,0
3,0.992,10518,76,0
3,1.008,8592,88,0
3,1.024,10652,85,0
3,1.04,12413,79,0
3,1.056,10274,53,0
3,1.073,10942,81,0
3,1.088,10857,73,0
3,1.105,12931,85,0
3,1.12,12056,65,0
3,1.136,10783,75,0
3,1.153,4911,0,98
3,1.168,11010,53,0
3,1.184,8239,91,0
3,1.2,8711,58,0
3,1.217,10225,70,0
3,1.233,12719,53,0
3,1.248,12736,81,0
3,1.265,10003,64,0
3,1.281,8618,96,0
3,1.297,9909,52,0
3,1.313,9211,92,0
3,1.328,12922,79,0
3,1.344,10958,74,0
3,1.361,10623,58,0
3,1.376,12890,73,0
3,1.392,9382,55,0
3,1.409,10907,66,0
3,1.425,10646,70,0
3,1.44,12531,55,0
3,1.456,9929,60,0
3,1.473,11691,91,0
3,1.488,12844,82,0
3,1.505,12831,77,0
3,1.521,12167,86,0
3,1.537,10927,92,0
3,1.553,8660,87,0
3,1.568,9451,95,0
3,1.584,12319,76,0
3,1.6,8240,79,0
3,1.616,10605,80,0
3,1.633,10360,93,0
3,1.649,8043,74,0
3,1.665,9441,62,0
3,1.68,9830,64,0
3,1.697,8864,59,0
3,1.712,10997,63,0
3,1.728,12429,90,0
3,1.745,10926,100,0
3,1.76,12603,100,0
3,1.776,10818,59,0
3,1.792,8702,76,0
3,1.808,12266,72,0
3,1.825,9898,79,0
3,1.841,11164,81,0
3,1.856,9159,76,0
3,1.873,12915,57,0
3,1.888,10483,94,0
3,1.904,12683,60,0
3,1.921,11952,72,0
3,1.936,11450,66,0
3,1.953,12942,86,0
3,1.968,12369,56,0
3,1.984,9995,92,0
3,2.0,8660,62,0
3,2.017,9126,88,0
3,2.033,12800,74,0
3,2.049,10007,60,0
3,2.064,12117,70,0
3,2.08,12519,74,0
3,2.097,10576,64,0
3,2.112,12264,53,0
3,2.129,4329,0,91
3,2.144,8479,99,0
3,2.16,12083,96,0
3,2.176,10718,80,0
3,2.192,11739,70,0
3,2.208,11770,84,0
3,2.224,10759,96,0
3,2.24,8846,92,0
3,2.257,10412,68,0
3,2.273,8566,93,0
3,2.289,8464,61,0
3,2.304,10911,69,0
3,2.32,12446,73,0
3,2.336,8661,93,0
3,2.353,12336,73,0
3,2.369,9123,71,0
3,2.384,12327,97,0
3,2.401,10316,75,0
3,2.416,11352,74,0
3,2.433,8673,89,0
3,2.448,8792,62,0
3,2.464,11842,96,0
3,2.48,8885,68,0
3,2.496,11059,60,0
3,2.512,8879,81,0
3,2.528,9668,65,0
3,2.544,8791,52,0
3,2.56,10526,87,0
3,2.576,10106,73,0
3,2.592,10804,94,0
3,2.609,8014,57,0
3,2.624,4099,0,64
3,2.64,11561,87,0
3,2.656,11109,70,0
3,2.673,8197,95,0
3,2.688,10889,54,0
3,2.704,10284,73,0
3,2.72,10883,84,0
3,2.737,12498,99,0
3,2.753,9463,90,0
3,2.768,12473,70,0
3,2.785,12190,61,0
3,2.8,8786,84,0
3,2.816,12347,56,0
3,2.833,10970,52,0
3,2.849,12553,58,0
3,2.865,8729,97,0
3,2.881,8744,79,0
3,2.896,9923,84,0
3,2.912,9584,66,0
3,2.928,10776,92,0
3,2.944,12132,65,0
3,2.96,9083,50,0
3,2.977,8181,63,0
3,2.992,9001,90,0
3,3.008,10442,51,0
3,3.024,9458,67,0
3,3.04,10906,93,0
3,3.056,11635,61,0
3,3.073,10443,70,0
3,3.088,10871,74,0
3,3.104,10881,91,0
3,3.12,8535,94,0
3,3.136,12071,76,0
3,3.153,12841,70,0
3,3.169,12226,59,0
3,3.184,8527,98,0
3,3.2,8415,86,0
3,3.216,8303,50,0
3,3.233,4077,0,82
3,3.249,11768,92,0
3,3.264,10623,57,0
3,3.28,10757,61,0
3,3.297,10172,89,0
3,3.312,9552,78,0
3,3.328,10720,57,0
3,3.344,12157,57,0
3,3.361,11365,69,0
3,3.377,12396,51,0
3,3.392,8639,68,0
3,3.408,8695,86,0
3,3.425,10151,65,0
3,3.441,11098,94,0
3,3.456,8049,54,0
3,3.473,12074,68,0
3,3.489,12354,50,0
3,3.504,9127,83,0
3,3.52,8624,100,0
3,3.536,8994,96,0
3,3.553,5366,0,74
3,3.568,10622,100,0
3,3.585,11679,71,0
3,3.6,12117,88,0
3,3.624,11165,59,0
3,3.637,12332,62,0
3,3.649,10294,74,0
